protein1	protein2
FOXH1	ZBTB33
FOXI2	DLX5
FOXI2	FOXI1
FOXI2	HOXC13
FOXI2	HOXD13
FOXI2	MECP2
FOXI2	PA2G4
FOXI2	PBX2
FOXI2	SATB2
FOXJ1	RFX1
FOXJ1	THRA
FOXJ2	ADNP
FOXJ2	AKAP8
FOXJ2	BBX
FOXJ2	CUX1
FOXJ2	DLX5
FOXJ2	DNTTIP1
FOXJ2	FOXC1
FOXJ2	FOXF2
FOXJ2	GABPA
FOXJ2	GATAD2B
FOXJ2	HIC2
FOXJ2	HOXC13
FOXJ2	HOXD13
FOXJ2	KLF16
FOXJ2	LIN54
FOXJ2	MECOM
FOXJ2	NCOA2
FOXJ2	NFYC
FOXJ2	NR3C1
FOXJ2	NRF1
FOXJ2	PATZ1
FOXJ2	POU2F2
FOXJ2	RFX1
FOXJ2	RFX2
FOXJ2	RFX3
FOXJ2	SALL1
FOXJ2	SATB2
FOXJ2	TBP
FOXJ2	TRPS1
FOXJ2	TSHZ1
FOXJ2	USF2
FOXJ2	YY1
FOXJ2	ZBTB34
FOXJ2	ZFHX4
FOXJ2	ZNF131
FOXJ2	ZNF148
FOXJ2	ZNF536
FOXJ2	ZNF644
FOXJ3	FOXJ1
FOXJ3	TP53
FOXJ3	ZBTB10
FOXJ3	ZBTB2
FOXK1	FOXK2
FOXK1	SRF
FOXK1	TP53
FOXK2	ADNP
FOXK2	BPTF
FOXK2	CIC
FOXK2	CUX1
FOXK2	DRAP1
FOXK2	ESR1
FOXK2	HOXB9
FOXK2	HOXD13
FOXK2	IRF2
FOXK2	MAX
FOXK2	MNT
FOXK2	NFYC
FOXK2	NRF1
FOXK2	PRDM10
FOXK2	REST
FOXK2	SATB2
FOXK2	TBP
FOXK2	TEAD1
FOXK2	TFAP4
FOXK2	TMF1
FOXK2	TP53
FOXK2	ZBTB10
FOXL1	ARID3A
FOXL1	ARID3B
FOXL1	CENPB
FOXL1	IRF9
FOXL1	NFXL1
FOXL1	NR2C2
FOXL1	NR2F1
FOXL1	NR3C1
FOXL1	PA2G4
FOXL1	SATB1
FOXL1	SATB2
FOXL1	SIX5
FOXL1	YY1
FOXL1	ZFHX4
FOXL2	CREM
FOXL2	CXXC4
FOXL2	CXXC5
FOXL2	GLYR1
FOXL2	GMEB1
FOXL2	NKRF
FOXL2	NR2C1
FOXL2	SIX1
FOXL2	SMAD3
FOXL2	SP100
FOXL2	TTF1
FOXM1	ZBTB3
FOXN1	ARNT
FOXN1	CUX1
FOXN1	HOXD13
FOXN1	NFIX
FOXN1	NR2F6
FOXN1	SATB1
FOXN1	SATB2
FOXN1	SIM2
FOXN1	TBP
FOXN1	TFCP2
FOXN1	TP53
FOXN1	UBP1
FOXN1	YY1
FOXN2	RFX1
FOXN2	RFX2
FOXN3	RFX1
FOXN3	RFX2
FOXN3	RFX3
FOXN3	ZBTB34
FOXO1	CUX1
FOXO1	DLX5
FOXO1	ESR1
FOXO1	HNF4A
FOXO1	HOXA11
FOXO1	HOXD13
FOXO1	RARA
FOXO1	SATB1
FOXO1	SATB2
FOXO3	FOXK1
FOXO3	FOXO6
FOXO4	PIN1
FOXO4	REL
FOXO6	FOXO1
FOXO6	FOXO4
FOXO6	FOXR2
FOXO6	MYC
FOXP1	CUX1
FOXP1	FOXP2
FOXP1	FOXP4
FOXP1	GATAD2B
FOXP1	HOXD13
FOXP1	IKZF1
FOXP1	SATB1
FOXP1	SATB2
FOXP1	TBP
FOXP1	TFCP2
FOXP1	TP53
FOXP1	UBP1
FOXP1	ZBTB10
FOXP2	FOXP1
FOXP2	GATAD2B
FOXP2	SP4
FOXP3	AKAP8
FOXP3	CENPB
FOXP3	HOXC13
FOXP3	HOXD13
FOXP3	IKZF3
FOXP3	IKZF4
FOXP3	NACC2
FOXP3	NFATC1
FOXP3	NRF1
FOXP3	RELA
FOXP3	SATB1
FOXP3	SATB2
FOXP3	TFCP2
FOXP3	UBP1
FOXP3	ZBTB33
FOXP3	ZBTB34
FOXP3	ZBTB37
FOXP3	ZNF326
FOXP4	FOXP1
FOXQ1	ADNP
FOXQ1	CUX1
FOXQ1	GATAD2B
FOXQ1	HIC2
FOXQ1	HOXD13
FOXQ1	NKRF
FOXQ1	PBX1
FOXQ1	SATB1
FOXQ1	SATB2
FOXQ1	TFCP2
FOXQ1	TP53
FOXQ1	ZBTB10
FOXQ1	ZBTB33
FOXQ1	ZNF143
FOXQ1	ZNF326
FOXR1	FOXP3
FOXR1	HOXD13
FOXR1	MAX
FOXR1	MYCN
FOXR2	ARNT
FOXR2	FOXN3
FOXR2	MAX
FOXR2	SIM2
FOXS1	ADNP
FOXS1	AKAP8
FOXS1	BARX1
FOXS1	FOXC1
FOXS1	GATAD2B
FOXS1	HOXB13
FOXS1	HOXB9
FOXS1	HOXC13
FOXS1	HOXD13
FOXS1	NR2F1
FOXS1	PBX2
FOXS1	POU2F1
FOXS1	POU2F2
FOXS1	SATB1
FOXS1	SATB2
FOXS1	TP53
FOXS1	ZNF598
GABPA	ATF1
GABPA	SP1
GABPA	SP3
GABPA	YY1
GATA1	CEBPE
GATA1	HOXA1
GATA1	SKI
GATA1	SPIB
GATA1	ZBTB16
GATA1	ZBTB22
GATA1	ZZZ3
GATA2	POU1F1
GATA2	POU2AF1
GATA2	SMAD4
GATA2	ZBTB16
GATA2	ZBTB32
GATA3	RARB
GATA3	TCF7L2
GATA4	ALX4
GATA4	SP1
GATA4	ZBTB3
GATA5	KLF2
GATA6	KLF2
GATA6	SP1
GATAD2A	ZNF592
GATAD2A	ZNF687
GATAD2B	ZBTB33
GATAD2B	ZNF827
GCM2	CRX
GCM2	HSFY1
GFI1B	CENPB
GFI1B	TMF1
GFI1B	ZNF511
GFI1	PRDM5
GFI1	RELA
GLI1	SMAD4
GLI1	TP53
GLI1	XBP1
GLI2	AR
GLI2	CREB1
GLI2	SKI
GLI3	AR
GLI3	SKI
GLI3	ZIC1
GLI3	ZIC2
GLI3	ZIC3
GLIS1	ARNT
GLIS1	MYC
GLIS1	RELA
GLIS1	SOX3
GLIS1	TCF3
GLIS1	TEAD2
GLIS2	ARNT
GLIS2	GLIS1
GLIS2	HIF1A
GLIS2	MYC
GLIS2	SOX3
GLIS2	TEAD2
GPBP1L1	ZBTB1
GRHL2	GRHL1
GRHL3	GRHL1
GRHL3	GRHL2
GSC	FOXA2
GTF2B	DRAP1
GTF2B	KLF5
GTF2B	NR5A1
GTF2B	REL
GTF2B	THRA
GTF2I	ATF6
GTF2I	MYC
GTF2I	POU2AF1
GTF2IRD1	SP1
GTF2IRD2B	GTF2I
GTF2IRD2B	GTF2IRD1
GTF2I	SRF
GTF2I	STAT1
GTF2I	STAT3
GTF2I	USF1
GZF1	NFATC1
GZF1	YBX1
HAND1	HEY2
HAND1	HEYL
HAND1	MEF2A
HAND1	TCF3
HAND2	CENPB
HAND2	HOXD13
HAND2	PHOX2A
HBP1	GLYR1
HBP1	NKRF
HBP1	SON
HBP1	ZNF800
HES1	NHLH2
HES5	STAT3
HEY1	CREBZF
HEY1	DPF3
HEY1	TP53
HEY1	YBX1
HEYL	SP8
HIC1	BCL11B
HIC1	DNMT1
HIC1	HIC2
HIC1	HMGA1
HIC1	MBD3
HIC1	MECOM
HIC1	PHF1
HIC1	PHF19
HIC1	STAT3
HIC1	TCF7L2
HIF1A	AR
HIF1A	CEBPA
HIF1A	CREB3L1
HIF1A	ESRRA
HIF1A	ESRRB
HIF1A	ESRRG
HIF1A	ETV4
HIF1A	FOS
HIF1A	FOXM1
HIF1A	GATA3
HIF1A	GTF2I
HIF1A	HNF4A
HIF1A	KLF6
HIF1A	MAFG
HIF1A	MAFK
HIF1A	NR4A1
HIF1A	PCGF2
HIF1A	RELA
HIF1A	RUNX1
HIF1A	RUNX2
HIF1A	RUNX3
HIF1A	TEAD2
HIF1A	TET1
HIF1A	TWIST1
HIF1A	YBX1
HIF1A	ZNF197
HIF1A	ZNF518A
HINFP	JUND
HINFP	SREBF2
HINFP	THAP7
HINFP	TP53
HINFP	ZBTB49
HIVEP1	NHLH1
HIVEP1	SMAD3
HIVEP1	STAT3
HLF	HNF4G
HLF	MYB
HMBOX1	AEBP2
HMBOX1	ZNF417
HMBOX1	ZNF587
HMG20A	ARNTL
HMG20A	CLOCK
HMG20A	GATAD2A
HMG20A	GATAD2B
HMG20A	MBD2
HMG20A	SMAD4
HMG20A	SNAI1
HMG20A	TCF20
HMG20A	THAP11
HMGA1	ATF2
HMGA1	CEBPB
HMGA1	ELF1
HMGA1	HIF1A
HMGA1	IRF1
HMGA1	JUN
HMGA1	NFKB1
HMGA1	PA2G4
HMGA1	POU2F1
HMGA1	POU2F2
HMGA1	PPARG
HMGA1	SP1
HMGA1	TERF2
HMGA2	E4F1
HMGA2	NFKB1
HMGA2	PA2G4
HMGA2	RELA
HNF1A	FOS
HNF1A	HNF1B
HNF1A	NCOA1
HNF1A	NCOA3
HNF1A	STAT3
HNF1B	ATF1
HNF1B	CREB1
HNF1B	HMBOX1
HNF4A	ARNT
HNF4A	FOXO1
HNF4A	GTF2B
HNF4A	HIF1A
HNF4A	ISL1
HNF4A	NCOA2
HNF4A	NR1I2
HNF4A	NR1I3
HNF4A	PROX1
HNF4A	SP1
HNF4A	SREBF2
HNF4A	TBP
HNF4A	TP53
HNF4A	VDR
HNF4G	NCOA1
HOMEZ	DNTTIP1
HOXA10	PBX1
HOXA10	SPI1
HOXA11	YY1
HOXA1	PBX2
HOXA1	PLSCR1
HOXA1	ZNF503
HOXA1	ZNF703
HOXA3	ALX4
HOXA5	FOXA2
HOXA5	FOXO1
HOXA5	SMAD1
HOXA5	TWIST1
HOXA5	ZNF408
HOXA7	JUNB
HOXA9	PLSCR1
HOXA9	SMAD4
HOXB13	ALX4
HOXB13	ZNF490
HOXB5	NKX2-1
HOXB6	ALX4
HOXB6	PLSCR1
HOXB6	TCF21
HOXB8	PBX1
HOXB8	PBX3
HOXB9	SOX15
HOXB9	SPZ1
HOXB9	TAL1
HOXB9	ZNF408
HOXC11	IRF4
HOXC11	MEIS1
HOXC11	SMAD3
HOXC11	SOX8
HOXC11	SP1
HOXC11	STAT3
HOXC11	TBX21
HOXC13	ELF1
HOXC13	NR2E3
HOXC13	RHOXF2
HOXC4	POU2F1
HOXC8	SMAD1
HOXC8	SMAD4
HOXC9	HOXC13
HOXC9	HOXD1
HOXC9	HOXD9
HOXC9	IRF9
HOXC9	PCGF2
HOXC9	POU2F1
HOXC9	ZNF384
HOXD12	MAFB
HOXD12	MAFF
HOXD12	MAFG
HOXD12	MAFK
HOXD13	HAND2
HOXD3	ALX4
HOXD4	HOXB13
HOXD4	RXRG
HOXD4	SNAI1
HOXD4	TIGD4
HOXD4	ZBTB32
HOXD4	ZSCAN18
HSF1	CEBPB
HSF1	DR1
HSF1	GTF2B
HSF1	NME2
HSF1	PCGF2
HSF1	TBP
HSF2	PCGF2
HSF4	HSF1
HSF4	HSF2
HSFX1	HSFX2
HSFY1	E2F7
HSFY1	HSFY2
HSFY1	SATB2
IKZF1	FOXK1
IKZF1	FOXK2
IKZF1	FOXP1
IKZF1	GATAD2A
IKZF1	GATAD2B
IKZF1	GTF2B
IKZF1	IKZF2
IKZF1	IKZF5
IKZF1	MBD2
IKZF1	MBD3
IKZF1	RUNX1
IKZF1	RUNX3
IKZF1	TBP
IKZF1	ZNF417
IKZF1	ZNF581
IKZF2	IKZF1
IKZF2	IKZF3
IKZF3	FOXP3
IKZF3	GATAD2B
IKZF3	IKZF5
IKZF3	MBD2
IKZF3	MBD3
IKZF3	PRDM1
IKZF3	RUNX1
IKZF3	RUNX3
IKZF3	ZGPAT
IKZF4	FOXP3
IKZF4	IKZF5
IKZF5	AHDC1
IKZF5	ELF2
IKZF5	IKZF1
IKZF5	IKZF2
IKZF5	IKZF3
IKZF5	IKZF4
IKZF5	LIN54
IKZF5	TCF7L2
IKZF5	THAP11
IKZF5	TIGD5
IKZF5	WIZ
IKZF5	ZNF518B
IKZF5	ZZZ3
INSM2	ZSCAN1
IRF1	IRF8
IRF1	SP2
IRF1	YBX1
IRF2	FOXK1
IRF2	FOXK2
IRF2	PRDM1
IRF3	DEAF1
IRF3	FOXO1
IRF3	MAFB
IRF3	SALL2
IRF4	ETV7
IRF4	HOXB13
IRF4	PROX1
IRF5	HIVEP1
IRF6	BNC2
IRF6	IRF8
IRF6	RFX3
IRF6	ZBTB3
IRF7	DEAF1
IRF8	ETV6
IRF8	IRF1
IRF8	IRF2
IRF8	IRF6
IRF9	ARID3B
IRF9	DACH2
IRF9	DMRTC2
IRF9	TLX3
IRF9	VENTX
IRX4	RARA
ISL1	ESR1
ISL1	HNF4A
ISL1	LMX1A
ISL1	NR2F1
ISL1	RELA
ISL1	SMAD3
ISL1	ZNF511
ISL2	ISL1
ISL2	LHX3
JAZF1	PPARG
JAZF1	RXRA
JDP2	ATF7
JDP2	PGR
JRKL	TIGD2
JUN	AR
JUN	ARID3B
JUN	ARNTL
JUNB	BATF2
JUN	BCL6
JUNB	YY1
JUNB	ZNF595
JUN	CREB3
JUN	DACH1
JUND	YY1
JUN	EBF3
JUN	ERG
JUN	ETV1
JUN	HMGA1
JUN	HOXB9
JUN	HOXD13
JUN	KAT7
JUN	KLF5
JUN	MYOD1
JUN	NFAT5
JUN	NFATC4
JUN	NFE2L1
JUN	NFIX
JUN	NKRF
JUN	NKX2-5
JUN	NR2F6
JUN	NR5A1
JUN	PIN1
JUN	POU1F1
JUN	SATB1
JUN	SATB2
JUN	SIX4
JUN	SKI
JUN	STAT6
JUN	TBP
JUN	TCF20
JUN	TFAP2A
JUN	TP73
JUN	ZBTB7C
KAT7	JUN
KAT7	TP53
KAT7	ZBTB8A
KCMF1	ZNF668
KCNIP3	CREB1
KDM2A	E2F1
KDM2A	ESR1
KDM2A	RELA
KDM2B	BCL6
KDM2B	FOS
KDM5B	AR
KDM5B	CDX2
KDM5B	ELF4
KDM5B	FOXC2
KDM5B	FOXG1
KDM5B	HOXA1
KDM5B	KLF10
KDM5B	KMT2A
KDM5B	MAF
KDM5B	MBD2
KDM5B	MBD3
KDM5B	MEOX2
KDM5B	NR4A3
KDM5B	ONECUT2
KDM5B	PAX9
KDM5B	PRDM13
KDM5B	SHOX2
KLF10	SP1
KLF12	THAP1
KLF13	SREBF1
KLF13	SREBF2
KLF15	TCF21
KLF1	FLI1
KLF3	LHX8
KLF4	ELK1
KLF4	PPARG
KLF4	RELA
KLF4	SP1
KLF5	CEBPG
KLF5	ESR1
KLF5	ESR2
KLF5	JUN
KLF5	RARA
KLF5	SMAD3
KLF5	SMAD4
KLF5	SREBF1
KLF5	TP53
KLF6	E2F1
KLF6	KLF4
KLF6	LCOR
KLF6	RUNX1
KLF6	SP1
KLF9	PGR
KLF9	SP1
KLF9	TP53
KMT2A	AR
KMT2A	CXXC1
KMT2A	MBD3
KMT2A	TBP
L3MBTL1	AKAP8
L3MBTL1	AKAP8L
L3MBTL1	CBX2
L3MBTL1	ETV7
L3MBTL1	MECOM
L3MBTL1	SALL2
L3MBTL1	SATB2
L3MBTL1	TP73
L3MBTL1	WIZ
L3MBTL1	ZBTB34
L3MBTL1	ZNF195
L3MBTL1	ZNF281
L3MBTL1	ZNF324
L3MBTL1	ZNF644
L3MBTL3	DNMT1
L3MBTL4	L3MBTL3
LCOR	ESR1
LCOR	KLF6
LCOR	MTF2
LCOR	PHF1
LCOR	PHF19
LCOR	VDR
LCOR	ZNF516
LEF1	E2F1
LEF1	SMAD3
LEF1	STAT5A
LEF1	ZBTB3
LHX1	FOXA2
LHX1	LHX3
LHX4	ARID2
LHX4	IKZF1
LHX4	NRF1
LHX4	SMAD4
LHX4	TCF4
LHX4	ZNF574
LHX6	ARID3B
LHX6	SALL2
LHX6	SATB2
LHX6	ZNF507
LHX9	ZHX1
LIN28A	CDC5L
LIN28A	DOT1L
LIN28A	PURA
LIN28A	ZBTB11
LIN28B	PURA
LIN28B	PURB
LIN54	TFDP2
LMX1A	LHX3
LMX1A	TCF3
LMX1B	PBX2
LMX1B	PKNOX2
LYL1	NFKB1
MAFA	ISL1
MAFA	NEUROD1
MAFA	PAX6
MAF	ATF4
MAFB	ATF4
MAFB	BACH1
MAFB	FOS
MAFB	FOSL1
MAFB	IRF3
MAFB	IRF7
MAFB	ISL1
MAFB	MAF
MAFB	ZFP64
MAFF	ATF3
MAFF	BACH1
MAFF	BACH2
MAFF	BATF2
MAFF	BATF3
MAFF	FOS
MAFF	NFE2L3
MAFF	NFIL3
MAFF	NRF1
MAF	FOSL1
MAFF	OVOL1
MAFG	ATF3
MAFG	BACH1
MAFG	BACH2
MAFG	BATF3
MAFG	NFIL3
MAF	HOXD12
MAFK	BACH1
MAFK	RELA
MAF	MAFB
MAF	MAFG
MAF	SOX9
MAF	USF2
MAX	ARNTL
MAX	CEBPA
MAX	CLOCK
MAX	CUX1
MAX	EPAS1
MAX	FOXK1
MAX	FOXK2
MAX	HIF1A
MAX	HMG20A
MAX	JUN
MAX	MECP2
MAX	MNT
MAX	MTERF1
MAX	MXD3
MAX	MXD4
MAX	MYCL
MAX	MYCN
MAX	PHF21A
MAX	TBP
MAX	TFAP2A
MAX	THAP11
MAX	TWIST1
MAX	WIZ
MAX	YY1
MAZ	BPTF
MAZ	FOS
MAZ	JUN
MBD1	MYC
MBD1	SETDB1
MBD1	SP1
MBD1	STAT1
MBD1	ZNF512B
MBD2	HINFP
MBD2	TBP
MBD3	BCL11B
MBD3	BCL6
MBD3	TET1
MBD3	ZBTB7A
MECOM	AHCTF1
MECOM	AKAP8
MECOM	AKAP8L
MECOM	CDC5L
MECOM	HIC1
MECOM	SMAD3
MECOM	SON
MECOM	YBX3
MECP2	BBX
MECP2	CEBPZ
MECP2	GTF2B
MECP2	PPARG
MECP2	RBAK
MECP2	SKI
MECP2	SOX18
MECP2	SOX2
MECP2	SP1
MECP2	SP3
MECP2	SPI1
MECP2	YBX1
MECP2	YY1
MECP2	ZNF354A
MECP2	ZNF483
MECP2	ZNF800
MEF2A	ASCL1
MEF2A	ATF3
MEF2A	ATF7
MEF2A	HAND1
MEF2A	JUND
MEF2A	MEF2B
MEF2A	MEOX1
MEF2A	THRA
MEF2B	MEF2A
MEF2B	MEF2C
MEF2B	MEF2D
MEF2C	EPAS1
MEF2C	SOX18
MEF2C	SP1
MEF2C	TEAD1
MEIS1	CREB1
MEIS1	ETS1
MEIS1	HOXD9
MEIS2	MEIS3
MEIS2	PBX4
MEOX1	MEOX2
MEOX1	PAX1
MEOX1	PAX3
MEOX2	CXXC1
MEOX2	FOXR1
MEOX2	PAX1
MEOX2	PAX3
MEOX2	PIN1
MEOX2	RARB
MEOX2	RELA
MEOX2	VEZF1
MEOX2	ZBED4
MEOX2	ZNF124
MEOX2	ZNF329
MEOX2	ZNF404
MEOX2	ZNF417
MEOX2	ZNF483
MEOX2	ZNF564
MEOX2	ZNF572
MEOX2	ZNF587
MEOX2	ZNF695
MITF	FOS
MITF	PATZ1
MITF	TFEC
MKX	GTF2B
MKX	TBP
MLX	BACH1
MLX	MGA
MLX	MXD1
MLX	ZBTB32
MNT	MAX
MNT	MYC
MSX1	DLX2
MSX1	DLX5
MSX1	HOXC8
MSX1	LHX2
MSX1	SP1
MSX1	TBP
MSX2	CEBPA
MSX2	DLX2
MSX2	POU2AF1
MSX2	PPARG
MSX2	ZNF703
MTF1	NKRF
MXD1	E2F6
MXD1	MGA
MXD1	MLX
MXD1	MNT
MXD1	MXD3
MXD1	MXD4
MXD1	PCGF6
MXD1	TFDP1
MXD1	VDR
MXD3	CENPB
MXD3	MAX
MXD3	MNT
MXD3	MXI1
MXD3	NFKB1
MXD4	MAX
MYB	CEBPE
MYBL2	EPAS1
MYBL2	ZBTB9
MYB	SP100
MYC	ADNP
MYC	ADNP2
MYC	AHCTF1
MYC	AKAP8
MYC	AKAP8L
MYC	ARID3B
MYC	ARNT
MYC	ATF3
MYC	BAZ2A
MYC	BBX
MYC	CDC5L
MYC	CEBPA
MYC	CEBPZ
MYC	CHAMP1
MYC	CHCHD3
MYC	CXXC1
MYC	DNMT1
MYC	E2F3
MYC	E2F6
MYC	ELF1
MYC	ELF2
MYC	ETV3
MYC	FOSL1
MYC	FOXK2
MYC	FOXP1
MYC	GABPA
MYC	GATAD2A
MYC	GATAD2B
MYC	GLI1
MYC	GLYR1
MYC	GTF2I
MYC	HMGA1
MYC	HMGA2
MYC	KAT7
MYC	KDM2A
MYC	KDM2B
MYC	KIN
MYC	KMT2A
MYC	KMT2B
MYC	L3MBTL3
MYCL	FOXK1
MYC	LIN54
MYCL	JAZF1
MYCL	MAX
MYC	LTF
MYC	MBD3
MYC	MBD4
MYC	MGA
MYC	MNT
MYC	MYBL2
MYC	MYCN
MYCN	DNMT1
MYCN	DOT1L
MYCN	E2F2
MYC	NFE2L1
MYC	NFE2L2
MYC	NFKB2
MYC	NFXL1
MYCN	INSM1
MYCN	KDM5B
MYC	NKRF
MYCN	MAX
MYC	NR1H3
MYC	NR2C1
MYCN	RUNX3
MYCN	SP1
MYCN	YBX1
MYCN	ZBTB17
MYC	PA2G4
MYC	PCGF6
MYC	PHF21A
MYC	PRMT3
MYC	REXO4
MYC	RLF
MYC	RUNX1
MYC	SAFB
MYC	SAFB2
MYC	SALL2
MYC	SON
MYC	SPEN
MYC	SRCAP
MYC	STAT1
MYC	TBPL1
MYC	TCF12
MYC	TCF20
MYC	TEAD2
MYC	TFDP3
MYC	VDR
MYC	YBX1
MYC	YBX3
MYC	ZBED5
MYC	ZBTB10
MYC	ZBTB9
MYC	ZGPAT
MYC	ZHX3
MYC	ZNF121
MYC	ZNF148
MYC	ZNF217
MYC	ZNF281
MYC	ZNF318
MYC	ZNF326
MYC	ZNF384
MYC	ZNF451
MYC	ZNF507
MYC	ZNF512
MYC	ZNF687
MYC	ZNF703
MYC	ZNF746
MYOD1	BHLHE40
MYOD1	BHLHE41
MYOD1	CREB1
MYOD1	ESR1
MYOD1	ESR2
MYOD1	NR2F2
MYOD1	PBX1
MYOD1	RORA
MYOD1	RUNX1
MYOD1	RXRA
MYOG	HNF1A
MYOG	SP1
MZF1	ZNF174
MZF1	ZNF202
MZF1	ZNF24
NANOG	AKAP8L
NANOG	ARID3A
NANOG	ARID3B
NANOG	CBX2
NANOG	DNTTIP1
NANOG	DOT1L
NANOG	HDX
NANOG	HMGA1
NANOG	KDM2B
NANOG	MBD3
NANOG	OTX2
NANOG	PCGF2
NANOG	PIN1
NANOG	RHOXF2
NANOG	RUNX3
NANOG	SALL2
NANOG	SALL3
NANOG	SATB2
NANOG	SOX21
NANOG	TCF20
NANOG	TCF4
NANOG	TCF7L1
NANOG	TEAD2
NANOG	TRERF1
NANOG	WT1
NANOG	ZGPAT
NANOG	ZIC2
NANOG	ZNF157
NANOG	ZNF281
NANOG	ZNF467
NANOG	ZNF524
NANOG	ZNF609
NANOG	ZNF865
NCOA1	AHR
NCOA1	ETS1
NCOA1	ETS2
NCOA1	FOXA2
NCOA1	FOXO1
NCOA1	HNF1A
NCOA1	NFKB1
NCOA1	NKX2-1
NCOA1	NR4A1
NCOA1	NR4A2
NCOA1	STAT3
NCOA1	TEAD1
NCOA1	TEAD2
NCOA2	CC2D1A
NCOA2	ESRRB
NCOA2	ETV1
NCOA2	VDR
NCOA3	E2F1
NCOA3	ESRRA
NCOA3	ETS1
NCOA3	ETS2
NCOA3	ETV1
NCOA3	FOXG1
NCOA3	HNF1A
NCOA3	NFATC3
NCOA3	NFKB1
NCOA3	NKX2-1
NCOA3	NR1H2
NCOA3	NR1H3
NCOA3	PHF1
NCOA3	PIN1
NCOA3	RELA
NCOA3	RFX1
NCOA3	VDR
NEUROD1	DPF3
NEUROG1	SMAD1
NEUROG1	TCF4
NEUROG3	ARID3B
NEUROG3	HES6
NEUROG3	TCF12
NEUROG3	TCF3
NEUROG3	TCF4
NEUROG3	ZNF100
NEUROG3	ZNF430
NEUROG3	ZNF496
NEUROG3	ZNF579
NFAT5	FOS
NFAT5	JUN
NFATC1	ADNP
NFATC1	ATF1
NFATC1	ATF2
NFATC1	ATF3
NFATC1	ATF7
NFATC1	BCL11B
NFATC1	CHAMP1
NFATC1	CREB1
NFATC1	CUX1
NFATC1	EGR2
NFATC1	FLYWCH1
NFATC1	FOXK1
NFATC1	FOXK2
NFATC1	FOXP3
NFATC1	GATAD2B
NFATC1	HMGA1
NFATC1	HMGA2
NFATC1	HOXA10
NFATC1	HOXD13
NFATC1	IKZF1
NFATC1	IKZF2
NFATC1	ISL1
NFATC1	JUND
NFATC1	LEF1
NFATC1	PRDM15
NFATC1	RUNX1
NFATC1	SATB1
NFATC1	TP53
NFATC1	TRPS1
NFATC1	ZBTB40
NFATC2	ADNP
NFATC2	ATF7
NFATC2	BCL11B
NFATC2	CEBPE
NFATC2	CHAMP1
NFATC2	CREB1
NFATC2	ETV6
NFATC2	FOXK1
NFATC2	GATAD2A
NFATC2	GATAD2B
NFATC2	IKZF1
NFATC2	IKZF2
NFATC2	JUND
NFATC2	LEF1
NFATC2	MAFG
NFATC2	MAFK
NFATC2	MBD3
NFATC2	NFYB
NFATC2	NFYC
NFATC2	PRDM15
NFATC2	SATB1
NFATC2	TCF12
NFATC2	ZNF131
NFATC2	ZNF148
NFATC2	ZNF217
NFATC2	ZNF24
NFATC2	ZNF384
NFATC4	CEBPA
NFATC4	NR1I2
NFE2	ATF4
NFE2L1	BACH2
NFE2L2	ATF4
NFE2L2	BACH1
NFE2L2	MYC
NFE2L2	NFE2
NFE2L2	TCF20
NFE2L2	YY1
NFE2L3	BACH2
NFE2L3	CREB3
NFE2L3	MAFF
NFE2L3	NFE2
NFE2L3	NFE2L1
NFE2L3	NFE2L2
NFE2	NFE2L3
NFE4	TFCP2
NFIA	SMAD4
NFIA	SON
NFIA	ZNF326
NFIB	NFIA
NFIB	NFIC
NFIB	NFIX
NFIC	DACH1
NFIC	GLIS1
NFIC	GLIS2
NFIC	MYC
NFIC	RELA
NFIC	SMAD3
NFIC	SOX3
NFIC	TEAD2
NFIC	ZKSCAN7
NFIL3	ATF1
NFIL3	BATF
NFIL3	CREB1
NFIL3	DR1
NFIL3	MAFF
NFIX	SKI
NFIX	ZNF614
NFKB1	CDX2
NFKB1	ELF3
NFKB1	GTF2I
NFKB1	IRF2
NFKB1	IRF8
NFKB1	IRF9
NFKB1	KLF5
NFKB1	LYL1
NFKB1	MXD3
NFKB1	NCOA1
NFKB1	NR4A1
NFKB1	RXRA
NFKB1	SP1
NFKB1	STAT3
NFKB1	STAT5A
NFKB1	TEAD4
NFKB1	YY1
NFKB1	ZBTB9
NFX1	YBX1
NFYA	ATF2
NFYA	ATF6
NFYA	ATF6B
NFYA	ELF1
NFYA	HMGA1
NFYA	JUN
NFYA	SPI1
NFYA	SRF
NFYB	CEBPZ
NFYB	DRAP1
NFYB	SMYD3
NFYB	TP73
NFYC	ADNP2
NFYC	ARID2
NFYC	ATF6
NFYC	ATF6B
NFYC	CIC
NFYC	DR1
NFYC	NFKB1
NFYC	TP73
NFYC	ZNF830
NHLH1	TCF3
NHLH2	HES1
NKRF	NFKB1
NKRF	NFKB2
NKRF	REL
NKRF	RELA
NKX2-1	ATF2
NKX2-1	ATF7
NKX2-1	CEBPB
NKX2-1	ETV6
NKX2-1	FOSL1
NKX2-1	FOXA1
NKX2-1	HMGA1
NKX2-1	JDP2
NKX2-1	JUNB
NKX2-1	MAFF
NKX2-1	MECP2
NKX2-1	NCOA1
NKX2-1	NCOA2
NKX2-1	NCOA3
NKX2-1	NFATC2
NKX2-1	NFIC
NKX2-1	OVOL2
NKX2-1	RARA
NKX2-1	RELA
NKX2-1	RUNX1
NKX2-1	SATB2
NKX2-1	TCF20
NKX2-1	TCF7L2
NKX2-1	TEAD1
